depth,deviation_points,backstep,point,pivot_count,swing_count,fibo_eligible_swings,point_observations,min_swing_pips,max_swing_pips,median_swing_pips,min_prior_swing_pips,max_prior_swing_pips,median_prior_swing_pips,min_reversal_retracement_pct,max_reversal_retracement_pct,median_reversal_retracement_pct,mean_reversal_retracement_pct,min_bars,max_bars,median_bars
350,125,40,1e-05,732,731,730,366688,6.399999999999739,296.7999999999993,36.599999999999966,6.399999999999739,296.7999999999993,36.54999999999964,9.355131698456765,951.0638297872883,101.83654729109884,130.88101068656428,3,2768,397.0
