prior_direction,count,median_prior_swing_pips,median_current_swing_pips,median_current_end_retracement_pct,mean_current_end_retracement_pct
UP,365,36.10000000000113,36.89999999999971,107.56972111553434,129.84450341549663
DOWN,365,36.89999999999971,36.10000000000113,99.38837920489573,131.91751795763182
