scope,count,swing_pips_mean,swing_pips_median,swing_pips_std,swing_pips_p25,swing_pips_p75,swing_pips_min,swing_pips_max,prior_swing_pips_mean,prior_swing_pips_median,prior_swing_pips_std,prior_swing_pips_p25,prior_swing_pips_p75,prior_swing_pips_min,prior_swing_pips_max,bars_mean,bars_median,bars_std,bars_p25,bars_p75,bars_min,bars_max,prior_bars_mean,prior_bars_median,prior_bars_std,prior_bars_p25,prior_bars_p75,prior_bars_min,prior_bars_max,reversal_pct_mean,reversal_pct_median,reversal_pct_std,reversal_pct_p25,reversal_pct_p75,reversal_pct_min,reversal_pct_max,current_end_retracement_pct_mean,current_end_retracement_pct_median,current_end_retracement_pct_std,current_end_retracement_pct_p25,current_end_retracement_pct_p75,current_end_retracement_pct_min,current_end_retracement_pct_max,confidence_mean,confidence_median,confidence_std,confidence_p25,confidence_p75,confidence_min,confidence_max
overall,162,53.11728395061719,47.15000000000025,32.08700048353956,29.974999999999863,68.94999999999929,8.099999999999774,232.00000000000108,33.17839506172835,28.35000000000032,20.247756471487683,18.149999999999004,42.90000000000016,6.399999999999739,129.999999999999,613.2037037037037,529.5,419.95967181258044,330.5,817.25,22,2031,411.62345679012344,326.5,360.44787556477087,174.25,526.25,13.0,2400.0,194.05233768272018,154.71459537573026,143.21561206960476,109.66689560439636,219.28186469822478,34.22263109475591,951.0638297872885,194.05233768272018,154.71459537573026,143.21561206960476,109.66689560439636,219.28186469822478,34.22263109475591,951.0638297872885,0.6844135802469136,0.9375,0.39948545546890885,0.25,1.0,0.0,1.0
