swing_id,event_a,event_b,overlap_bars
365,break_retest_B,m1_structure_break_D,9
365,break_retest_B,momentum_E,2
365,fib_rejection_C,m1_structure_break_D,4
365,fib_rejection_C,momentum_E,0
365,m1_structure_break_D,momentum_E,38
371,breakout_A,fib_rejection_C,2
371,breakout_A,m1_structure_break_D,32
371,breakout_A,momentum_E,11
371,break_retest_B,breakout_A,0
371,break_retest_B,fib_rejection_C,1
371,break_retest_B,m1_structure_break_D,3
371,break_retest_B,momentum_E,2
371,fib_rejection_C,m1_structure_break_D,2
371,fib_rejection_C,momentum_E,1
371,m1_structure_break_D,momentum_E,20
373,breakout_A,fib_rejection_C,7
373,breakout_A,m1_structure_break_D,98
373,breakout_A,momentum_E,40
373,break_retest_B,breakout_A,0
373,break_retest_B,fib_rejection_C,8
373,break_retest_B,m1_structure_break_D,19
373,break_retest_B,momentum_E,7
373,fib_rejection_C,m1_structure_break_D,12
373,fib_rejection_C,momentum_E,4
373,m1_structure_break_D,momentum_E,80
375,breakout_A,fib_rejection_C,3
375,breakout_A,m1_structure_break_D,45
375,breakout_A,momentum_E,18
375,break_retest_B,breakout_A,0
375,break_retest_B,fib_rejection_C,5
375,break_retest_B,m1_structure_break_D,8
375,break_retest_B,momentum_E,2
375,fib_rejection_C,m1_structure_break_D,11
375,fib_rejection_C,momentum_E,4
375,m1_structure_break_D,momentum_E,37
377,breakout_A,fib_rejection_C,3
377,breakout_A,m1_structure_break_D,70
377,breakout_A,momentum_E,27
377,break_retest_B,breakout_A,0
377,break_retest_B,fib_rejection_C,6
377,break_retest_B,m1_structure_break_D,5
377,break_retest_B,momentum_E,3
377,fib_rejection_C,m1_structure_break_D,3
377,fib_rejection_C,momentum_E,1
377,m1_structure_break_D,momentum_E,34
379,breakout_A,fib_rejection_C,0
379,breakout_A,m1_structure_break_D,53
379,breakout_A,momentum_E,13
379,break_retest_B,breakout_A,0
379,break_retest_B,fib_rejection_C,3
379,break_retest_B,m1_structure_break_D,8
379,break_retest_B,momentum_E,7
379,fib_rejection_C,m1_structure_break_D,4
379,fib_rejection_C,momentum_E,4
379,m1_structure_break_D,momentum_E,27
389,breakout_A,fib_rejection_C,9
389,breakout_A,m1_structure_break_D,57
389,breakout_A,momentum_E,19
389,break_retest_B,breakout_A,0
389,break_retest_B,fib_rejection_C,7
389,break_retest_B,m1_structure_break_D,6
389,break_retest_B,momentum_E,2
389,fib_rejection_C,m1_structure_break_D,19
389,fib_rejection_C,momentum_E,6
389,m1_structure_break_D,momentum_E,35
391,breakout_A,fib_rejection_C,1
391,breakout_A,m1_structure_break_D,36
391,breakout_A,momentum_E,14
391,break_retest_B,breakout_A,0
391,break_retest_B,fib_rejection_C,1
391,break_retest_B,m1_structure_break_D,6
391,break_retest_B,momentum_E,1
391,fib_rejection_C,m1_structure_break_D,2
391,fib_rejection_C,momentum_E,0
391,m1_structure_break_D,momentum_E,26
395,breakout_A,fib_rejection_C,7
395,breakout_A,m1_structure_break_D,43
395,breakout_A,momentum_E,17
395,break_retest_B,breakout_A,0
395,break_retest_B,fib_rejection_C,1
395,break_retest_B,m1_structure_break_D,3
395,break_retest_B,momentum_E,3
395,fib_rejection_C,m1_structure_break_D,12
395,fib_rejection_C,momentum_E,6
395,m1_structure_break_D,momentum_E,28
397,breakout_A,fib_rejection_C,2
397,breakout_A,m1_structure_break_D,70
397,breakout_A,momentum_E,32
397,break_retest_B,breakout_A,0
397,break_retest_B,fib_rejection_C,3
397,break_retest_B,m1_structure_break_D,10
397,break_retest_B,momentum_E,7
397,fib_rejection_C,m1_structure_break_D,6
397,fib_rejection_C,momentum_E,3
397,m1_structure_break_D,momentum_E,54
401,breakout_A,fib_rejection_C,6
401,breakout_A,m1_structure_break_D,21
401,breakout_A,momentum_E,6
401,break_retest_B,breakout_A,0
401,break_retest_B,fib_rejection_C,1
401,break_retest_B,m1_structure_break_D,3
401,break_retest_B,momentum_E,1
401,fib_rejection_C,m1_structure_break_D,7
401,fib_rejection_C,momentum_E,1
401,m1_structure_break_D,momentum_E,17
403,breakout_A,fib_rejection_C,1
403,breakout_A,m1_structure_break_D,13
403,breakout_A,momentum_E,5
403,break_retest_B,breakout_A,0
403,break_retest_B,fib_rejection_C,0
403,break_retest_B,m1_structure_break_D,0
403,break_retest_B,momentum_E,0
403,fib_rejection_C,m1_structure_break_D,1
403,fib_rejection_C,momentum_E,1
403,m1_structure_break_D,momentum_E,7
407,breakout_A,fib_rejection_C,9
407,breakout_A,m1_structure_break_D,80
407,breakout_A,momentum_E,27
407,break_retest_B,breakout_A,0
407,break_retest_B,fib_rejection_C,7
407,break_retest_B,m1_structure_break_D,8
407,break_retest_B,momentum_E,2
407,fib_rejection_C,m1_structure_break_D,15
407,fib_rejection_C,momentum_E,3
407,m1_structure_break_D,momentum_E,52
409,breakout_A,fib_rejection_C,4
409,breakout_A,m1_structure_break_D,67
409,breakout_A,momentum_E,27
409,break_retest_B,breakout_A,0
409,break_retest_B,fib_rejection_C,4
409,break_retest_B,m1_structure_break_D,7
409,break_retest_B,momentum_E,7
409,fib_rejection_C,m1_structure_break_D,22
409,fib_rejection_C,momentum_E,10
409,m1_structure_break_D,momentum_E,52
413,breakout_A,fib_rejection_C,4
413,breakout_A,m1_structure_break_D,43
413,breakout_A,momentum_E,16
413,break_retest_B,breakout_A,0
413,break_retest_B,fib_rejection_C,5
413,break_retest_B,m1_structure_break_D,3
413,break_retest_B,momentum_E,2
413,fib_rejection_C,m1_structure_break_D,6
413,fib_rejection_C,momentum_E,0
413,m1_structure_break_D,momentum_E,27
415,breakout_A,fib_rejection_C,7
415,breakout_A,m1_structure_break_D,60
415,breakout_A,momentum_E,28
415,break_retest_B,breakout_A,0
415,break_retest_B,fib_rejection_C,0
415,break_retest_B,m1_structure_break_D,5
415,break_retest_B,momentum_E,5
415,fib_rejection_C,m1_structure_break_D,12
415,fib_rejection_C,momentum_E,6
415,m1_structure_break_D,momentum_E,43
417,breakout_A,fib_rejection_C,0
417,breakout_A,m1_structure_break_D,14
417,breakout_A,momentum_E,7
417,break_retest_B,breakout_A,0
417,break_retest_B,fib_rejection_C,0
417,break_retest_B,m1_structure_break_D,0
417,break_retest_B,momentum_E,0
417,fib_rejection_C,m1_structure_break_D,0
417,fib_rejection_C,momentum_E,0
417,m1_structure_break_D,momentum_E,10
423,breakout_A,fib_rejection_C,2
423,breakout_A,m1_structure_break_D,47
423,breakout_A,momentum_E,19
423,break_retest_B,breakout_A,0
423,break_retest_B,fib_rejection_C,5
423,break_retest_B,m1_structure_break_D,5
423,break_retest_B,momentum_E,4
423,fib_rejection_C,m1_structure_break_D,8
423,fib_rejection_C,momentum_E,3
423,m1_structure_break_D,momentum_E,34
429,breakout_A,fib_rejection_C,1
429,breakout_A,m1_structure_break_D,27
429,breakout_A,momentum_E,9
429,break_retest_B,breakout_A,0
429,break_retest_B,fib_rejection_C,1
429,break_retest_B,m1_structure_break_D,4
429,break_retest_B,momentum_E,2
429,fib_rejection_C,m1_structure_break_D,2
429,fib_rejection_C,momentum_E,0
429,m1_structure_break_D,momentum_E,19
431,breakout_A,fib_rejection_C,3
431,breakout_A,m1_structure_break_D,11
431,breakout_A,momentum_E,5
431,break_retest_B,breakout_A,0
431,break_retest_B,fib_rejection_C,0
431,break_retest_B,m1_structure_break_D,0
431,break_retest_B,momentum_E,0
431,fib_rejection_C,m1_structure_break_D,4
431,fib_rejection_C,momentum_E,1
431,m1_structure_break_D,momentum_E,6
433,breakout_A,fib_rejection_C,0
433,breakout_A,m1_structure_break_D,42
433,breakout_A,momentum_E,20
433,break_retest_B,breakout_A,0
433,break_retest_B,fib_rejection_C,0
433,break_retest_B,m1_structure_break_D,5
433,break_retest_B,momentum_E,1
433,fib_rejection_C,m1_structure_break_D,0
433,fib_rejection_C,momentum_E,0
433,m1_structure_break_D,momentum_E,39
437,breakout_A,fib_rejection_C,0
437,breakout_A,m1_structure_break_D,58
437,breakout_A,momentum_E,18
437,break_retest_B,breakout_A,0
437,break_retest_B,fib_rejection_C,0
437,break_retest_B,m1_structure_break_D,10
437,break_retest_B,momentum_E,4
437,fib_rejection_C,m1_structure_break_D,0
437,fib_rejection_C,momentum_E,0
437,m1_structure_break_D,momentum_E,46
441,breakout_A,fib_rejection_C,0
441,breakout_A,m1_structure_break_D,5
441,breakout_A,momentum_E,2
441,break_retest_B,breakout_A,0
441,break_retest_B,fib_rejection_C,0
441,break_retest_B,m1_structure_break_D,0
441,break_retest_B,momentum_E,0
441,fib_rejection_C,m1_structure_break_D,0
441,fib_rejection_C,momentum_E,0
441,m1_structure_break_D,momentum_E,3
445,breakout_A,fib_rejection_C,0
445,breakout_A,m1_structure_break_D,15
445,breakout_A,momentum_E,8
445,break_retest_B,breakout_A,0
445,break_retest_B,fib_rejection_C,1
445,break_retest_B,m1_structure_break_D,3
445,break_retest_B,momentum_E,2
445,fib_rejection_C,m1_structure_break_D,0
445,fib_rejection_C,momentum_E,0
445,m1_structure_break_D,momentum_E,16
447,breakout_A,fib_rejection_C,4
447,breakout_A,m1_structure_break_D,58
447,breakout_A,momentum_E,25
447,break_retest_B,breakout_A,0
447,break_retest_B,fib_rejection_C,2
447,break_retest_B,m1_structure_break_D,8
447,break_retest_B,momentum_E,5
447,fib_rejection_C,m1_structure_break_D,7
447,fib_rejection_C,momentum_E,4
447,m1_structure_break_D,momentum_E,38
451,breakout_A,fib_rejection_C,0
451,breakout_A,m1_structure_break_D,49
451,breakout_A,momentum_E,23
451,break_retest_B,breakout_A,0
451,break_retest_B,fib_rejection_C,0
451,break_retest_B,m1_structure_break_D,12
451,break_retest_B,momentum_E,6
451,fib_rejection_C,m1_structure_break_D,0
451,fib_rejection_C,momentum_E,0
451,m1_structure_break_D,momentum_E,47
453,breakout_A,fib_rejection_C,5
453,breakout_A,m1_structure_break_D,32
453,breakout_A,momentum_E,12
453,break_retest_B,breakout_A,0
453,break_retest_B,fib_rejection_C,4
453,break_retest_B,m1_structure_break_D,2
453,break_retest_B,momentum_E,2
453,fib_rejection_C,m1_structure_break_D,12
453,fib_rejection_C,momentum_E,5
453,m1_structure_break_D,momentum_E,18
455,breakout_A,fib_rejection_C,5
455,breakout_A,m1_structure_break_D,75
455,breakout_A,momentum_E,24
455,break_retest_B,breakout_A,0
455,break_retest_B,fib_rejection_C,4
455,break_retest_B,m1_structure_break_D,16
455,break_retest_B,momentum_E,6
455,fib_rejection_C,m1_structure_break_D,9
455,fib_rejection_C,momentum_E,5
455,m1_structure_break_D,momentum_E,57
457,breakout_A,fib_rejection_C,2
457,breakout_A,m1_structure_break_D,39
457,breakout_A,momentum_E,14
457,break_retest_B,breakout_A,0
457,break_retest_B,fib_rejection_C,5
457,break_retest_B,m1_structure_break_D,5
457,break_retest_B,momentum_E,5
457,fib_rejection_C,m1_structure_break_D,4
457,fib_rejection_C,momentum_E,2
457,m1_structure_break_D,momentum_E,29
461,breakout_A,fib_rejection_C,2
461,breakout_A,m1_structure_break_D,15
461,breakout_A,momentum_E,9
461,break_retest_B,breakout_A,0
461,break_retest_B,fib_rejection_C,0
461,break_retest_B,m1_structure_break_D,0
461,break_retest_B,momentum_E,0
461,fib_rejection_C,m1_structure_break_D,2
461,fib_rejection_C,momentum_E,1
461,m1_structure_break_D,momentum_E,10
465,breakout_A,fib_rejection_C,0
465,breakout_A,m1_structure_break_D,37
465,breakout_A,momentum_E,11
465,break_retest_B,breakout_A,0
465,break_retest_B,fib_rejection_C,0
465,break_retest_B,m1_structure_break_D,6
465,break_retest_B,momentum_E,3
465,fib_rejection_C,m1_structure_break_D,0
465,fib_rejection_C,momentum_E,0
465,m1_structure_break_D,momentum_E,32
467,breakout_A,fib_rejection_C,5
467,breakout_A,m1_structure_break_D,58
467,breakout_A,momentum_E,26
467,break_retest_B,breakout_A,0
467,break_retest_B,fib_rejection_C,5
467,break_retest_B,m1_structure_break_D,7
467,break_retest_B,momentum_E,3
467,fib_rejection_C,m1_structure_break_D,9
467,fib_rejection_C,momentum_E,4
467,m1_structure_break_D,momentum_E,48
469,breakout_A,fib_rejection_C,0
469,breakout_A,m1_structure_break_D,39
469,breakout_A,momentum_E,15
469,break_retest_B,breakout_A,0
469,break_retest_B,fib_rejection_C,0
469,break_retest_B,m1_structure_break_D,2
469,break_retest_B,momentum_E,1
469,fib_rejection_C,m1_structure_break_D,0
469,fib_rejection_C,momentum_E,0
469,m1_structure_break_D,momentum_E,30
471,breakout_A,fib_rejection_C,3
471,breakout_A,m1_structure_break_D,32
471,breakout_A,momentum_E,11
471,break_retest_B,breakout_A,0
471,break_retest_B,fib_rejection_C,3
471,break_retest_B,m1_structure_break_D,8
471,break_retest_B,momentum_E,2
471,fib_rejection_C,m1_structure_break_D,15
471,fib_rejection_C,momentum_E,6
471,m1_structure_break_D,momentum_E,20
473,breakout_A,fib_rejection_C,0
473,breakout_A,m1_structure_break_D,30
473,breakout_A,momentum_E,12
473,break_retest_B,breakout_A,0
473,break_retest_B,fib_rejection_C,1
473,break_retest_B,m1_structure_break_D,2
473,break_retest_B,momentum_E,1
473,fib_rejection_C,m1_structure_break_D,0
473,fib_rejection_C,momentum_E,0
473,m1_structure_break_D,momentum_E,19
480,breakout_A,fib_rejection_C,0
480,breakout_A,m1_structure_break_D,46
480,breakout_A,momentum_E,19
480,break_retest_B,breakout_A,0
480,break_retest_B,fib_rejection_C,0
480,break_retest_B,m1_structure_break_D,6
480,break_retest_B,momentum_E,0
480,fib_rejection_C,m1_structure_break_D,0
480,fib_rejection_C,momentum_E,0
480,m1_structure_break_D,momentum_E,36
482,breakout_A,fib_rejection_C,5
482,breakout_A,m1_structure_break_D,72
482,breakout_A,momentum_E,30
482,break_retest_B,breakout_A,0
482,break_retest_B,fib_rejection_C,2
482,break_retest_B,m1_structure_break_D,6
482,break_retest_B,momentum_E,2
482,fib_rejection_C,m1_structure_break_D,10
482,fib_rejection_C,momentum_E,4
482,m1_structure_break_D,momentum_E,48
486,breakout_A,fib_rejection_C,1
486,breakout_A,m1_structure_break_D,12
486,breakout_A,momentum_E,4
486,break_retest_B,breakout_A,0
486,break_retest_B,fib_rejection_C,1
486,break_retest_B,m1_structure_break_D,0
486,break_retest_B,momentum_E,0
486,fib_rejection_C,m1_structure_break_D,9
486,fib_rejection_C,momentum_E,5
486,m1_structure_break_D,momentum_E,10
488,breakout_A,fib_rejection_C,6
488,breakout_A,m1_structure_break_D,107
488,breakout_A,momentum_E,38
488,break_retest_B,breakout_A,0
488,break_retest_B,fib_rejection_C,2
488,break_retest_B,m1_structure_break_D,7
488,break_retest_B,momentum_E,4
488,fib_rejection_C,m1_structure_break_D,9
488,fib_rejection_C,momentum_E,2
488,m1_structure_break_D,momentum_E,75
502,breakout_A,fib_rejection_C,3
502,breakout_A,m1_structure_break_D,50
502,breakout_A,momentum_E,23
502,break_retest_B,breakout_A,0
502,break_retest_B,fib_rejection_C,1
502,break_retest_B,m1_structure_break_D,7
502,break_retest_B,momentum_E,2
502,fib_rejection_C,m1_structure_break_D,5
502,fib_rejection_C,momentum_E,1
502,m1_structure_break_D,momentum_E,40
504,breakout_A,fib_rejection_C,0
504,breakout_A,m1_structure_break_D,15
504,breakout_A,momentum_E,11
504,break_retest_B,breakout_A,0
504,break_retest_B,fib_rejection_C,5
504,break_retest_B,m1_structure_break_D,0
504,break_retest_B,momentum_E,0
504,fib_rejection_C,m1_structure_break_D,0
504,fib_rejection_C,momentum_E,0
504,m1_structure_break_D,momentum_E,16
506,breakout_A,fib_rejection_C,0
506,breakout_A,m1_structure_break_D,3
506,breakout_A,momentum_E,2
506,break_retest_B,breakout_A,0
506,break_retest_B,fib_rejection_C,0
506,break_retest_B,m1_structure_break_D,0
506,break_retest_B,momentum_E,0
506,fib_rejection_C,m1_structure_break_D,0
506,fib_rejection_C,momentum_E,0
506,m1_structure_break_D,momentum_E,4
514,breakout_A,fib_rejection_C,2
514,breakout_A,m1_structure_break_D,14
514,breakout_A,momentum_E,6
514,break_retest_B,breakout_A,0
514,break_retest_B,fib_rejection_C,0
514,break_retest_B,m1_structure_break_D,6
514,break_retest_B,momentum_E,4
514,fib_rejection_C,m1_structure_break_D,4
514,fib_rejection_C,momentum_E,1
514,m1_structure_break_D,momentum_E,20
516,breakout_A,fib_rejection_C,2
516,breakout_A,m1_structure_break_D,29
516,breakout_A,momentum_E,11
516,break_retest_B,breakout_A,0
516,break_retest_B,fib_rejection_C,1
516,break_retest_B,m1_structure_break_D,4
516,break_retest_B,momentum_E,3
516,fib_rejection_C,m1_structure_break_D,4
516,fib_rejection_C,momentum_E,4
516,m1_structure_break_D,momentum_E,22
520,breakout_A,fib_rejection_C,3
520,breakout_A,m1_structure_break_D,68
520,breakout_A,momentum_E,27
520,break_retest_B,breakout_A,0
520,break_retest_B,fib_rejection_C,2
520,break_retest_B,m1_structure_break_D,4
520,break_retest_B,momentum_E,2
520,fib_rejection_C,m1_structure_break_D,4
520,fib_rejection_C,momentum_E,1
520,m1_structure_break_D,momentum_E,42
522,breakout_A,fib_rejection_C,2
522,breakout_A,m1_structure_break_D,4
522,breakout_A,momentum_E,2
522,break_retest_B,breakout_A,0
522,break_retest_B,fib_rejection_C,2
522,break_retest_B,m1_structure_break_D,0
522,break_retest_B,momentum_E,1
522,fib_rejection_C,m1_structure_break_D,3
522,fib_rejection_C,momentum_E,2
522,m1_structure_break_D,momentum_E,2
524,breakout_A,fib_rejection_C,0
524,breakout_A,m1_structure_break_D,58
524,breakout_A,momentum_E,30
524,break_retest_B,breakout_A,0
524,break_retest_B,fib_rejection_C,0
524,break_retest_B,m1_structure_break_D,7
524,break_retest_B,momentum_E,3
524,fib_rejection_C,m1_structure_break_D,0
524,fib_rejection_C,momentum_E,0
524,m1_structure_break_D,momentum_E,45
530,breakout_A,fib_rejection_C,1
530,breakout_A,m1_structure_break_D,81
530,breakout_A,momentum_E,30
530,break_retest_B,breakout_A,0
530,break_retest_B,fib_rejection_C,0
530,break_retest_B,m1_structure_break_D,6
530,break_retest_B,momentum_E,0
530,fib_rejection_C,m1_structure_break_D,1
530,fib_rejection_C,momentum_E,0
530,m1_structure_break_D,momentum_E,54
531,breakout_A,fib_rejection_C,1
531,breakout_A,m1_structure_break_D,150
531,breakout_A,momentum_E,62
531,break_retest_B,breakout_A,0
531,break_retest_B,fib_rejection_C,2
531,break_retest_B,m1_structure_break_D,13
531,break_retest_B,momentum_E,10
531,fib_rejection_C,m1_structure_break_D,5
531,fib_rejection_C,momentum_E,1
531,m1_structure_break_D,momentum_E,114
537,breakout_A,fib_rejection_C,8
537,breakout_A,m1_structure_break_D,84
537,breakout_A,momentum_E,29
537,break_retest_B,breakout_A,0
537,break_retest_B,fib_rejection_C,3
537,break_retest_B,m1_structure_break_D,11
537,break_retest_B,momentum_E,4
537,fib_rejection_C,m1_structure_break_D,10
537,fib_rejection_C,momentum_E,2
537,m1_structure_break_D,momentum_E,48
549,breakout_A,fib_rejection_C,11
549,breakout_A,m1_structure_break_D,84
549,breakout_A,momentum_E,33
549,break_retest_B,breakout_A,0
549,break_retest_B,fib_rejection_C,8
549,break_retest_B,m1_structure_break_D,13
549,break_retest_B,momentum_E,6
549,fib_rejection_C,m1_structure_break_D,16
549,fib_rejection_C,momentum_E,8
549,m1_structure_break_D,momentum_E,60
553,breakout_A,fib_rejection_C,1
553,breakout_A,m1_structure_break_D,52
553,breakout_A,momentum_E,24
553,break_retest_B,breakout_A,0
553,break_retest_B,fib_rejection_C,1
553,break_retest_B,m1_structure_break_D,8
553,break_retest_B,momentum_E,1
553,fib_rejection_C,m1_structure_break_D,1
553,fib_rejection_C,momentum_E,0
553,m1_structure_break_D,momentum_E,44
557,breakout_A,fib_rejection_C,1
557,breakout_A,m1_structure_break_D,45
557,breakout_A,momentum_E,20
557,break_retest_B,breakout_A,0
557,break_retest_B,fib_rejection_C,0
557,break_retest_B,m1_structure_break_D,1
557,break_retest_B,momentum_E,1
557,fib_rejection_C,m1_structure_break_D,5
557,fib_rejection_C,momentum_E,1
557,m1_structure_break_D,momentum_E,28
559,breakout_A,fib_rejection_C,1
559,breakout_A,m1_structure_break_D,25
559,breakout_A,momentum_E,10
559,break_retest_B,breakout_A,0
559,break_retest_B,fib_rejection_C,2
559,break_retest_B,m1_structure_break_D,3
559,break_retest_B,momentum_E,1
559,fib_rejection_C,m1_structure_break_D,1
559,fib_rejection_C,momentum_E,0
559,m1_structure_break_D,momentum_E,17
565,breakout_A,fib_rejection_C,3
565,breakout_A,m1_structure_break_D,47
565,breakout_A,momentum_E,15
565,break_retest_B,breakout_A,0
565,break_retest_B,fib_rejection_C,4
565,break_retest_B,m1_structure_break_D,7
565,break_retest_B,momentum_E,4
565,fib_rejection_C,m1_structure_break_D,4
565,fib_rejection_C,momentum_E,1
565,m1_structure_break_D,momentum_E,25
567,breakout_A,fib_rejection_C,4
567,breakout_A,m1_structure_break_D,86
567,breakout_A,momentum_E,36
567,break_retest_B,breakout_A,0
567,break_retest_B,fib_rejection_C,5
567,break_retest_B,m1_structure_break_D,4
567,break_retest_B,momentum_E,5
567,fib_rejection_C,m1_structure_break_D,10
567,fib_rejection_C,momentum_E,3
567,m1_structure_break_D,momentum_E,54
569,breakout_A,fib_rejection_C,0
569,breakout_A,m1_structure_break_D,70
569,breakout_A,momentum_E,22
569,break_retest_B,breakout_A,0
569,break_retest_B,fib_rejection_C,0
569,break_retest_B,m1_structure_break_D,6
569,break_retest_B,momentum_E,4
569,fib_rejection_C,m1_structure_break_D,0
569,fib_rejection_C,momentum_E,0
569,m1_structure_break_D,momentum_E,40
571,breakout_A,fib_rejection_C,7
571,breakout_A,m1_structure_break_D,56
571,breakout_A,momentum_E,22
571,break_retest_B,breakout_A,0
571,break_retest_B,fib_rejection_C,6
571,break_retest_B,m1_structure_break_D,5
571,break_retest_B,momentum_E,2
571,fib_rejection_C,m1_structure_break_D,8
571,fib_rejection_C,momentum_E,4
571,m1_structure_break_D,momentum_E,42
573,breakout_A,fib_rejection_C,0
573,breakout_A,m1_structure_break_D,10
573,breakout_A,momentum_E,5
573,break_retest_B,breakout_A,0
573,break_retest_B,fib_rejection_C,0
573,break_retest_B,m1_structure_break_D,0
573,break_retest_B,momentum_E,0
573,fib_rejection_C,m1_structure_break_D,0
573,fib_rejection_C,momentum_E,0
573,m1_structure_break_D,momentum_E,6
575,breakout_A,fib_rejection_C,5
575,breakout_A,m1_structure_break_D,122
575,breakout_A,momentum_E,50
575,break_retest_B,breakout_A,0
575,break_retest_B,fib_rejection_C,6
575,break_retest_B,m1_structure_break_D,14
575,break_retest_B,momentum_E,10
575,fib_rejection_C,m1_structure_break_D,11
575,fib_rejection_C,momentum_E,4
575,m1_structure_break_D,momentum_E,95
587,breakout_A,fib_rejection_C,0
587,breakout_A,m1_structure_break_D,14
587,breakout_A,momentum_E,9
587,break_retest_B,breakout_A,0
587,break_retest_B,fib_rejection_C,0
587,break_retest_B,m1_structure_break_D,1
587,break_retest_B,momentum_E,0
587,fib_rejection_C,m1_structure_break_D,0
587,fib_rejection_C,momentum_E,0
587,m1_structure_break_D,momentum_E,12
591,breakout_A,fib_rejection_C,5
591,breakout_A,m1_structure_break_D,104
591,breakout_A,momentum_E,40
591,break_retest_B,breakout_A,0
591,break_retest_B,fib_rejection_C,3
591,break_retest_B,m1_structure_break_D,17
591,break_retest_B,momentum_E,5
591,fib_rejection_C,m1_structure_break_D,8
591,fib_rejection_C,momentum_E,1
591,m1_structure_break_D,momentum_E,78
593,breakout_A,fib_rejection_C,0
593,breakout_A,m1_structure_break_D,36
593,breakout_A,momentum_E,8
593,break_retest_B,breakout_A,0
593,break_retest_B,fib_rejection_C,0
593,break_retest_B,m1_structure_break_D,3
593,break_retest_B,momentum_E,1
593,fib_rejection_C,m1_structure_break_D,0
593,fib_rejection_C,momentum_E,0
593,m1_structure_break_D,momentum_E,18
600,breakout_A,fib_rejection_C,5
600,breakout_A,m1_structure_break_D,45
600,breakout_A,momentum_E,20
600,break_retest_B,breakout_A,0
600,break_retest_B,fib_rejection_C,3
600,break_retest_B,m1_structure_break_D,8
600,break_retest_B,momentum_E,2
600,fib_rejection_C,m1_structure_break_D,6
600,fib_rejection_C,momentum_E,3
600,m1_structure_break_D,momentum_E,29
606,breakout_A,fib_rejection_C,0
606,breakout_A,m1_structure_break_D,72
606,breakout_A,momentum_E,31
606,break_retest_B,breakout_A,0
606,break_retest_B,fib_rejection_C,1
606,break_retest_B,m1_structure_break_D,9
606,break_retest_B,momentum_E,3
606,fib_rejection_C,m1_structure_break_D,5
606,fib_rejection_C,momentum_E,3
606,m1_structure_break_D,momentum_E,50
616,breakout_A,fib_rejection_C,3
616,breakout_A,m1_structure_break_D,29
616,breakout_A,momentum_E,11
616,break_retest_B,breakout_A,0
616,break_retest_B,fib_rejection_C,6
616,break_retest_B,m1_structure_break_D,2
616,break_retest_B,momentum_E,1
616,fib_rejection_C,m1_structure_break_D,8
616,fib_rejection_C,momentum_E,2
616,m1_structure_break_D,momentum_E,20
618,breakout_A,fib_rejection_C,0
618,breakout_A,m1_structure_break_D,53
618,breakout_A,momentum_E,22
618,break_retest_B,breakout_A,0
618,break_retest_B,fib_rejection_C,0
618,break_retest_B,m1_structure_break_D,7
618,break_retest_B,momentum_E,1
618,fib_rejection_C,m1_structure_break_D,0
618,fib_rejection_C,momentum_E,0
618,m1_structure_break_D,momentum_E,34
620,breakout_A,fib_rejection_C,4
620,breakout_A,m1_structure_break_D,51
620,breakout_A,momentum_E,14
620,break_retest_B,breakout_A,0
620,break_retest_B,fib_rejection_C,7
620,break_retest_B,m1_structure_break_D,6
620,break_retest_B,momentum_E,3
620,fib_rejection_C,m1_structure_break_D,5
620,fib_rejection_C,momentum_E,3
620,m1_structure_break_D,momentum_E,21
636,breakout_A,fib_rejection_C,1
636,breakout_A,m1_structure_break_D,33
636,breakout_A,momentum_E,16
636,break_retest_B,breakout_A,0
636,break_retest_B,fib_rejection_C,2
636,break_retest_B,m1_structure_break_D,3
636,break_retest_B,momentum_E,1
636,fib_rejection_C,m1_structure_break_D,3
636,fib_rejection_C,momentum_E,1
636,m1_structure_break_D,momentum_E,23
640,breakout_A,fib_rejection_C,5
640,breakout_A,m1_structure_break_D,22
640,breakout_A,momentum_E,4
640,break_retest_B,breakout_A,0
640,break_retest_B,fib_rejection_C,2
640,break_retest_B,m1_structure_break_D,1
640,break_retest_B,momentum_E,1
640,fib_rejection_C,m1_structure_break_D,6
640,fib_rejection_C,momentum_E,2
640,m1_structure_break_D,momentum_E,6
648,breakout_A,fib_rejection_C,0
648,breakout_A,m1_structure_break_D,25
648,breakout_A,momentum_E,10
648,break_retest_B,breakout_A,0
648,break_retest_B,fib_rejection_C,0
648,break_retest_B,m1_structure_break_D,5
648,break_retest_B,momentum_E,4
648,fib_rejection_C,m1_structure_break_D,0
648,fib_rejection_C,momentum_E,0
648,m1_structure_break_D,momentum_E,22
652,breakout_A,fib_rejection_C,1
652,breakout_A,m1_structure_break_D,63
652,breakout_A,momentum_E,24
652,break_retest_B,breakout_A,0
652,break_retest_B,fib_rejection_C,2
652,break_retest_B,m1_structure_break_D,4
652,break_retest_B,momentum_E,2
652,fib_rejection_C,m1_structure_break_D,4
652,fib_rejection_C,momentum_E,2
652,m1_structure_break_D,momentum_E,35
656,breakout_A,fib_rejection_C,0
656,breakout_A,m1_structure_break_D,56
656,breakout_A,momentum_E,19
656,break_retest_B,breakout_A,0
656,break_retest_B,fib_rejection_C,2
656,break_retest_B,m1_structure_break_D,8
656,break_retest_B,momentum_E,2
656,fib_rejection_C,m1_structure_break_D,3
656,fib_rejection_C,momentum_E,2
656,m1_structure_break_D,momentum_E,31
657,breakout_A,fib_rejection_C,0
657,breakout_A,m1_structure_break_D,62
657,breakout_A,momentum_E,23
