swing_id,direction,event,bar_in_swing,swing_position_pct,timestamp,open,high,low,close,range_pips,body_ratio,close_location,atr14_pips,range_vs_atr14,return_3m_pips,fib_rejection_level_C,entry_reference
575,DOWN,m1_structure_break_D,680,38.1807973048849,2026-06-23 14:40:00,1.13768,1.13771,1.1376,1.13766,1.100000000000545,0.18181818181928286,0.5454545454538114,0.7928571428572617,1.3873873873878668,-2.500000000000835,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,684,38.40539023020775,2026-06-23 14:44:00,1.13763,1.13766,1.1376,1.13761,0.5999999999994898,0.33333333333209975,0.16666666666790025,0.7785714285712952,0.7706422018343391,-0.5999999999994898,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,697,39.13531723750702,2026-06-23 14:57:00,1.13778,1.1378,1.1377,1.13771,0.9999999999998899,0.700000000000222,0.10000000000066614,0.6928571428567651,1.4432989690727929,-0.9999999999998899,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,716,40.20213363279057,2026-06-23 15:16:00,1.13815,1.13815,1.13811,1.13813,0.40000000000040004,0.49999999999722444,0.5000000000027756,0.9571428571432592,0.41791044776143643,-0.3999999999981796,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,717,40.25828186412128,2026-06-23 15:17:00,1.13812,1.13813,1.13806,1.13806,0.700000000000145,0.8571428571419508,0.0,0.9714285714289085,0.7205882352940168,-1.40000000000029,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,718,40.314430095451996,2026-06-23 15:18:00,1.13807,1.13807,1.13801,1.13805,0.5999999999994898,0.33333333333209975,0.6666666666679002,0.892857142857441,0.6719999999992042,-0.9999999999998899,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,737,41.38124649073554,2026-06-23 15:37:00,1.13812,1.13812,1.13803,1.13803,0.8999999999992347,1.0,0.0,0.5285714285712435,1.702702702701851,-0.9999999999998899,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,738,41.43739472206625,2026-06-23 15:38:00,1.13803,1.13807,1.13799,1.138,0.7999999999985796,0.3750000000031225,0.12499999999826528,0.557142857142542,1.4358974358956988,-1.2000000000012,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,749,42.0550252667041,2026-06-23 15:49:00,1.13806,1.13808,1.13803,1.13804,0.4999999999988347,0.40000000000355274,0.19999999999733548,0.6142857142852978,0.813953488370748,-0.5999999999994898,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,750,42.11117349803481,2026-06-23 15:50:00,1.13806,1.13808,1.13796,1.13799,1.1999999999989797,0.5833333333339501,0.25,0.6785714285709573,1.7684210526313033,-0.700000000000145,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,759,42.61650758001123,2026-06-23 15:59:00,1.13803,1.13804,1.13789,1.13789,1.4999999999987246,0.9333333333343202,0.0,0.714285714285477,2.099999999998912,-2.1999999999988695,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,760,42.67265581134194,2026-06-23 16:00:00,1.1379,1.13793,1.13778,1.13785,1.500000000000945,0.3333333333323465,0.4666666666664693,0.7714285714283913,1.9444444444461235,-2.1999999999988695,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,769,43.17798989331836,2026-06-23 16:09:00,1.13795,1.13795,1.13792,1.13794,0.2999999999997449,0.3333333333358005,0.6666666666641995,0.735714285714506,0.40776699029079333,-0.8000000000008001,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,770,43.23413812464907,2026-06-23 16:10:00,1.13795,1.13795,1.13787,1.13787,0.8000000000008001,1.0,0.0,0.74285714285741,1.0769230769237668,-1.2999999999996348,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,783,43.964065131948345,2026-06-23 16:23:00,1.13791,1.13791,1.13783,1.13783,0.8000000000008001,1.0,0.0,0.5500000000001138,1.454545454546608,-0.9000000000014552,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,796,44.69399213924761,2026-06-23 16:36:00,1.13796,1.13797,1.13792,1.13793,0.4999999999988347,0.6000000000008882,0.20000000000177637,0.62857142857174,0.7954545454522975,-0.4999999999988347,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,799,44.862436833239755,2026-06-23 16:39:00,1.13792,1.13792,1.13788,1.13788,0.40000000000040004,1.0,0.0,0.5428571428573685,0.7368421052635885,-0.5000000000010552,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,829,46.54688377316115,2026-06-23 17:11:00,1.13825,1.13825,1.13822,1.13822,0.2999999999997449,1.0,0.0,0.5857142857138405,0.5121951219511733,-0.10000000000065512,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,875,49.129702414373945,2026-06-23 18:00:00,1.1383,1.1383,1.13817,1.13818,1.3000000000018552,0.9230769230765289,0.07692307692347108,0.4285714285720158,3.033333333333506,-1.2000000000012,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,876,49.18585064570466,2026-06-23 18:01:00,1.13819,1.13827,1.13806,1.13811,2.0999999999982144,0.38095238095308587,0.23809523809488564,0.5285714285718779,3.9729729729662178,-1.80000000000069,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,877,49.24199887703537,2026-06-23 18:02:00,1.13805,1.13807,1.13784,1.13788,2.2999999999995246,0.7391304347827766,0.17391304347847075,0.6857142857146543,3.3541666666641703,-4.20000000000087,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,895,50.25266704098821,2026-06-23 18:22:00,1.13799,1.13799,1.13793,1.13793,0.5999999999994898,1.0,0.0,0.3928571428565445,1.527272727273755,-0.5999999999994898,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,902,50.6457046603032,2026-06-23 18:29:00,1.13799,1.13799,1.13792,1.13792,0.700000000000145,1.0,0.0,0.4428571428567134,1.5806451612921828,-0.5999999999994898,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,907,50.926445816956765,2026-06-23 18:34:00,1.13798,1.13798,1.13793,1.13795,0.4999999999988347,0.6000000000008882,0.39999999999911184,0.49285714285719956,1.0144927536207073,-0.4999999999988347,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,932,52.330151600224596,2026-06-23 19:00:00,1.13814,1.13814,1.13808,1.13809,0.5999999999994898,0.8333333333320998,0.16666666666790025,0.3714285714284671,1.6153846153836957,-0.2999999999997449,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,940,52.7793374508703,2026-06-23 19:08:00,1.13815,1.13816,1.13811,1.13815,0.5000000000010552,0.0,0.7999999999991119,0.40714285714314535,1.2280701754403187,-0.8000000000008001,,NEXT_BAR_OPEN
575,DOWN,m1_structure_break_D,958,53.79000561482313,2026-06-23 19:26:00,1.13818,1.13818,1.13804,1.13805,1.40000000000029,0.9285714285709754,0.07142857142902458,0.3071428571429661,4.558139534883048,-1.40000000000029,,NEXT_BAR_OPEN
