depth,deviation,backstep,pivot_count,swing_count,median_swing_pips,median_bars,median_efficiency,mean_efficiency,deviation_pips,robustness_score,depth_distance,deviation_distance,backstep_distance
340,250,20,760,759,35.80000000000138,391.0,0.12006898038370499,0.1469649658685366,25.0,0.9806637376607825,10,100,20
340,250,40,760,759,35.80000000000138,391.0,0.12006898038370499,0.1469649658685366,25.0,0.9806637376607825,10,100,0
355,25,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,2.5,0.9788381734686208,5,125,20
355,50,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,5.0,0.9788381734686208,5,100,20
355,75,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,7.5,0.9788381734686208,5,75,20
355,100,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,10.0,0.9788381734686208,5,50,20
355,125,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,12.5,0.9788381734686208,5,25,20
355,150,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,15.0,0.9788381734686208,5,0,20
355,175,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,17.5,0.9788381734686208,5,25,20
355,200,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,20.0,0.9788381734686208,5,50,20
355,225,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,22.5,0.9788381734686208,5,75,20
355,250,60,716,715,37.199999999999456,402.0,0.1157601115759963,0.14319278745143896,25.0,0.9788381734686208,5,100,20
335,25,20,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,2.5,0.9748521054399681,15,125,20
335,25,40,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,2.5,0.9748521054399681,15,125,0
335,50,20,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,5.0,0.9748521054399681,15,100,20
335,50,40,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,5.0,0.9748521054399681,15,100,0
335,75,20,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,7.5,0.9748521054399681,15,75,20
335,75,40,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,7.5,0.9748521054399681,15,75,0
335,100,20,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,10.0,0.9748521054399681,15,50,20
335,100,40,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,10.0,0.9748521054399681,15,50,0
335,125,20,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,12.5,0.9748521054399681,15,25,20
335,125,40,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,12.5,0.9748521054399681,15,25,0
335,150,20,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,15.0,0.9748521054399681,15,0,20
335,150,40,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,15.0,0.9748521054399681,15,0,0
335,175,20,766,765,35.60000000000007,387.0,0.12028843002294579,0.1470974489193414,17.5,0.9748521054399681,15,25,20
