period,depth,deviation,backstep,pivot_count,swing_count,median_swing_pips,median_bars,median_efficiency,mean_efficiency,deviation_pips
2026-05,350,75,20,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,7.5
2026-05,350,125,40,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,12.5
2026-05,350,125,20,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,12.5
2026-05,350,150,20,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,15.0
2026-05,350,150,40,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,15.0
2026-05,350,175,20,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,17.5
2026-05,350,175,40,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,17.5
2026-05,350,25,20,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,2.5
2026-05,350,25,40,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,2.5
2026-05,350,50,20,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,5.0
2026-05,350,50,40,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,5.0
2026-05,350,75,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,7.5
2026-05,350,125,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,12.5
2026-05,350,150,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,15.0
2026-05,350,175,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,17.5
2026-05,350,50,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,5.0
2026-05,350,100,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,10.0
2026-05,350,200,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,20.0
2026-05,350,225,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,22.5
2026-05,350,250,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,25.0
2026-05,350,25,80,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,2.5
2026-05,350,100,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,10.0
2026-05,350,75,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,7.5
2026-05,350,50,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,5.0
2026-05,350,175,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,17.5
2026-05,350,200,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,20.0
2026-05,350,225,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,22.5
2026-05,350,125,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,12.5
2026-05,350,150,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,15.0
2026-05,350,25,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,2.5
2026-05,350,250,60,51,50,37.800000000000054,398.0,0.11327720316464798,0.17378231018467682,25.0
2026-06,350,200,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,20.0
2026-06,350,200,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,20.0
2026-06,350,225,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,22.5
2026-06,350,225,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,22.5
2026-06,350,250,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,25.0
2026-06,350,250,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,25.0
2026-06,350,100,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,10.0
2026-06,350,100,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,10.0
2026-06,350,75,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,7.5
2026-06,350,75,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,7.5
2026-06,350,125,40,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,12.5
2026-06,350,125,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,12.5
2026-06,350,150,20,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,15.0
