depth,deviation,backstep,periods,median_of_median_swing_pips,median_of_median_bars,median_efficiency,mean_efficiency,mean_pivots,min_pivots,efficiency_std,efficiency_min,efficiency_max,efficiency_stability
350,200,40,13,37.00000000000036,398.0,0.12369597615498204,0.1441406440050791,56.76923076923077,9,0.011965901086539577,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,225,20,13,37.00000000000036,398.0,0.12369597615498204,0.1441406440050791,56.76923076923077,9,0.011965901086539577,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,225,40,13,37.00000000000036,398.0,0.12369597615498204,0.1441406440050791,56.76923076923077,9,0.011965901086539577,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,250,20,13,37.00000000000036,398.0,0.12369597615498204,0.1441406440050791,56.76923076923077,9,0.011965901086539577,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,250,40,13,37.00000000000036,398.0,0.12369597615498204,0.1441406440050791,56.76923076923077,9,0.011965901086539577,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,25,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,50,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,75,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,100,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,125,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,150,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,175,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,200,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,225,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,250,60,13,37.00000000000036,398.0,0.12369597615498204,0.14264011340736257,56.46153846153846,9,0.012085555916293986,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,25,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,50,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,75,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,100,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,125,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,150,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,175,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,200,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,225,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
350,250,80,13,37.00000000000036,398.0,0.12369597615498204,0.14234606040037254,56.30769230769231,9,0.012156608293219602,0.08830624992544422,0.13012410680706685,0.6786309784733019
