swing_id,direction,trend,swing_pips,bars,swing_trend_aligned,prior_direction,prior_swing_pips,prior_bars,current_end_retracement_pct,current_end_fib_zone,reversal_pct,reversal_fib_zone
251,DOWN,DOWN,42.49999999999865,104,True,UP,35.00000000000058,7.0,121.42857142856552,100.0-127.2,121.42857142856552,100-127.2
252,UP,UP,80.4999999999989,1347,True,DOWN,42.49999999999865,104.0,189.4117647058858,161.8-200.0,189.4117647058858,161.8-200
253,DOWN,DOWN,44.69999999999974,1004,True,UP,80.4999999999989,1347.0,55.52795031055944,50.0-61.8,55.52795031055944,50-61.8
257,DOWN,DOWN,43.5999999999992,169,True,UP,27.49999999999808,4.0,158.54545454546266,127.2-161.8,158.54545454546266,127.2-161.8
259,DOWN,DOWN,35.60000000000008,912,True,UP,27.500000000000306,1427.0,129.4545454545443,127.2-161.8,129.4545454545443,127.2-161.8
261,DOWN,DOWN,47.90000000000072,248,True,UP,15.000000000000568,190.0,319.33333333332604,261.8-361.8,319.33333333332604,261.8-361.8
263,DOWN,DOWN,49.60000000000076,413,True,UP,34.30000000000044,1462.0,144.60641399416943,127.2-161.8,144.60641399416943,127.2-161.8
264,UP,UP,63.50000000000078,544,True,DOWN,49.60000000000076,413.0,128.02419354838673,127.2-161.8,128.02419354838673,127.2-161.8
266,UP,UP,37.700000000000514,537,True,DOWN,30.200000000000227,132.0,124.83443708609347,100.0-127.2,124.83443708609347,100-127.2
268,UP,UP,136.39999999999876,773,True,DOWN,16.300000000000203,360.0,836.8098159509021,>=423.6,836.8098159509021,>=423.6
271,DOWN,DOWN,32.999999999998586,500,True,UP,23.599999999999177,333.0,139.83050847457517,127.2-161.8,139.83050847457517,127.2-161.8
273,DOWN,DOWN,73.29999999999836,578,True,UP,41.799999999998505,237.0,175.35885167464352,161.8-200.0,175.35885167464352,161.8-200
274,UP,UP,89.39999999999948,1412,True,DOWN,73.29999999999836,578.0,121.96452933151632,100.0-127.2,121.96452933151632,100-127.2
276,UP,UP,169.2999999999989,896,True,DOWN,30.79999999999972,548.0,549.6753246753261,>=423.6,549.6753246753261,>=423.6
280,UP,UP,232.00000000000108,724,True,DOWN,56.70000000000064,998.0,409.1710758377398,361.8-423.6,409.1710758377398,361.8-423.6
283,DOWN,DOWN,129.999999999999,707,True,UP,50.89999999999817,133.0,255.4027504911664,200.0-261.8,255.4027504911664,200-261.8
284,UP,UP,100.70000000000024,719,True,DOWN,129.999999999999,707.0,77.46153846153923,61.8-78.6,77.46153846153923,61.8-78.6
287,DOWN,DOWN,66.59999999999889,28,True,UP,34.600000000000186,237.0,192.4855491329437,161.8-200.0,192.4855491329437,161.8-200
291,DOWN,DOWN,44.99999999999949,109,True,UP,48.2999999999989,343.0,93.16770186335508,78.6-100.0,93.16770186335508,78.6-100
293,DOWN,DOWN,115.09999999999908,674,True,UP,56.49999999999933,129.0,203.7168141592928,200.0-261.8,203.7168141592928,200-261.8
295,DOWN,DOWN,95.3999999999988,453,True,UP,31.69999999999895,737.0,300.9463722397538,261.8-361.8,300.9463722397538,261.8-361.8
297,DOWN,DOWN,44.30000000000156,382,True,UP,48.50000000000021,756.0,91.34020618556984,78.6-100.0,91.34020618556984,78.6-100
298,UP,UP,57.89999999999962,1079,True,DOWN,44.30000000000156,382.0,130.6997742663602,127.2-161.8,130.6997742663602,127.2-161.8
