direction,economic_regime,count,pct_of_direction,passes_filter
DOWN,DOWN,87,50.877192982456144,True
DOWN,NEUTRAL,1,0.5847953216374269,False
DOWN,UP,83,48.53801169590643,False
UP,DOWN,63,45.32374100719424,False
UP,NEUTRAL,1,0.7194244604316548,False
UP,UP,75,53.956834532374096,True
