depth,configs,median_false_reversal,max_false_reversal,median_m5_alignment,min_m5_alignment,median_continuation,median_trend_rate,median_range_rate
345,20,0.1804812834224599,0.1804812834224599,0.9959946595460614,0.9959946595460614,0.0,0.0,0.9946595460614153
350,20,0.17945205479452056,0.17945205479452056,0.9958960328317373,0.9958960328317373,0.0,0.0,0.9945280437756497
355,20,0.17688022284122562,0.17688022284122562,0.9958275382475661,0.9958275382475661,0.0,0.0,0.9944367176634215
