depth,trend_follow_rate,reversal_follow_rate,false_reversal_rate,continuation_rate,trend_rate,range_rate,trend_efficiency,range_efficiency,m5_alignment_rate
345,0.8195187165775402,1.0,0.1804812834224599,0.0,0.0,0.9946595460614153,,0.1282894736842139,0.9959946595460614
350,0.8205479452054795,1.0,0.17945205479452056,0.0,0.0,0.9945280437756497,,0.12747631352281255,0.9958960328317373
355,0.8231197771587744,1.0,0.17688022284122562,0.0,0.0,0.9944367176634215,,0.12679425837320524,0.9958275382475661
