depth,deviation_points,backstep,point,pivot_count,swing_count,min_swing_pips,max_swing_pips,median_swing_pips,min_swing_bars,max_swing_bars,median_swing_bars
350,125,40,1e-05,732,731,6.399999999999739,296.7999999999993,36.599999999999966,3,2768,397.0
